feature1 mean,feature1 var,feature2 mean,feature2 var,feature3 mean,feature3 var,feature4 mean,feature4 var,feature5 mean,feature5 var,feature6 mean,feature6 var,feature7 mean,feature7 var,label
0.0031815114171758196,8.034927438772916e-05,0.0060416367,0.0007891910579375244,0.00010402856,0.0011762380003679795,0.034923352,0.0008986355681784991,0.009874424,0.00023536456005138293,0.021373058,0.000485797406784564,0.007916477,7.286450103638487e-05,1
0.0025655410718190552,3.3728981899561014e-05,0.008469636,0.0006798722073487508,-0.0010695641,0.0003065169591831042,0.020683756,0.00037232108725624227,0.008753259,0.00017035936481718875,0.021785028,0.00035798700549795337,0.00953282,0.0001001629501758217,1
0.0049793398150850265,0.00016010530722955596,0.0060011903,0.002563413823273075,-0.0011500587,0.0022160896145431153,0.02852949,0.0008748803600081706,0.0108229825,0.0001853225309316345,0.018409371,0.00025054959496007,0.008948466,0.0001371483389862732,0
0.0037470167380533326,7.131396018900533e-05,0.0059062624,0.0012261033172067531,-0.00042366234,0.0011515065554204562,0.035666868,0.0005577125125059285,0.018075218,0.0010750361537144176,0.03527714,0.0009324117854275921,0.017599555,0.000532568644501661,1
0.012028841642645283,0.0006651334038893098,0.004707294,0.008398486907174041,-0.00034423603,0.015331742814364058,0.12610926,0.011896218428775251,0.04016549,0.0025998608486080266,0.053366147,0.002010832454438574,0.023325799,0.0005288281385734152,1
0.00353263852270036,9.411740073266594e-05,0.0054201777,0.0009874128109122055,-0.0046962854,0.001562454035763508,0.049688816,0.006936777844536446,0.017296458,0.0022614202334517858,0.025559632,0.0009511961423540639,0.008850798,0.0001328500228854274,0
0.004019698888858274,0.00011012721706067755,0.00724102,0.0014982560174767873,-0.00023194816,0.002071883886004322,0.028017892,0.0006107878062136841,0.009958414,0.00024038703344686496,0.021575924,0.0006557912893483432,0.0081227105,0.00012150718343684197,1
0.0022006331583135363,3.69054715117479e-05,0.0021899461,0.0005244758705580943,-2.0422682e-05,0.0004848321274782165,0.057687223,0.0032904983563387807,0.0190252,0.0007861764856418076,0.03460808,0.0009706869191618318,0.014539108,0.0002501811884828703,1
0.004913868764035101,0.00013563439350504803,0.010610769,0.0020412011276788183,0.0017063853,0.0019739215175677144,0.028887983,0.0008376269720472874,0.0111730825,0.0003487938002719494,0.02473331,0.0004955360021136092,0.010387685,0.0001110757411203209,1
0.006481890889075359,0.00033788506785094476,-0.0005399287,0.003104360716752519,0.0034000762,0.007195413625781022,0.043645974,0.004068613877411531,0.015745923,0.0014538091351355004,0.022216817,0.0006675053558533595,0.007897256,8.582935318869611e-05,0
0.0075845492752852905,0.00038557141567257565,0.009587226,0.0029851537302075237,-0.00016912629,0.006933149407668593,0.064698204,0.0026440477585028127,0.014258245,0.00022680371586815407,0.032150842,0.0008351125313252883,0.0107462555,0.00012730688761377566,0
0.006318065701388598,0.00021800189738917388,0.0013743903,0.002166844415327343,-0.00020773814,0.004694312745424922,0.093118876,0.005891564822422757,0.03458128,0.004277239511587594,0.041068964,0.0009869748199844985,0.0143161025,0.00016637618142481894,1
0.005252646695219632,0.00012096334569564102,0.0058271177,0.0023416437590382394,8.9349865e-05,0.0018121042433316692,0.034796473,0.0005828064353731767,0.016310688,0.0003161424543461945,0.027003001,0.00046876651757371893,0.014271271,0.0001788161956522644,1
0.003971028860753734,9.232129091701991e-05,0.011424638,0.0012746225230666486,-0.00011759074,0.0015227041672521424,0.029244877,0.0006451407762076006,0.008397018,0.00012009625884650075,0.02300438,0.0004453528937382739,0.007942433,7.688332276294205e-05,0
0.00420444289751476,9.975383894268696e-05,0.0065952865,0.0012352754791412762,0.0024698817,0.0018009389830165312,0.040670834,0.0013849871425271193,0.013919864,0.00046836695068065703,0.020653887,0.0003370344786199908,0.008555487,8.671067523802548e-05,0
0.005214013687366403,0.0001310390396541894,0.010748066,0.00269784812372742,0.0008613479,0.0019038870460848095,0.027109658,0.00042350302245441895,0.014790693,0.0005380443339679554,0.03487792,0.0009109531390683184,0.016317356,0.00031624672019031977,1
0.0023393827162800918,2.167501461727775e-05,0.0068086092,0.0003740045888212286,-0.0013335445,0.00035935048516932966,0.030908898,0.0007574672262128691,0.015067335,0.00035554565112073944,0.025339542,0.00033079283197765333,0.011491916,8.506452194534473e-05,1
0.004816356137312461,0.00028427200615239605,-9.313226e-10,0.006188156937017908,-0.007517104,0.0022560284058026903,0.044402264,0.00596483756089583,0.017582081,0.0024987410849115627,0.018351395,0.0002965413516276029,0.007414201,7.793680986838917e-05,1
0.005325068046344583,0.00015317993231830609,0.0049352963,0.0017719615759166502,0.00040398847,0.0028095136970274215,0.068303615,0.002696072522455198,0.018102145,0.0003201499019491738,0.03731885,0.0008462215079364649,0.012972959,0.00013286387072342087,1
0.00607406234284813,0.00018867513636781504,0.0044784956,0.002516800954299861,-0.0023420795,0.003518340786114474,0.059710894,0.003350278458489356,0.01754379,0.0009034241445464754,0.035040453,0.0007699877802303835,0.011964842,0.00014245819355167364,1
0.0043119891304144176,9.630445050256761e-05,0.008971797,0.0012908862152336553,0.0030330983,0.0022393894366674744,0.03521708,0.0012850173467727904,0.018906426,0.002193822362056577,0.025349867,0.0003904265201887559,0.009108759,8.101152693508473e-05,1
0.004588898329252578,0.0001292813459267035,0.00884732,0.0012015583797038293,-0.0029268065,0.0031865286914128377,0.037524287,0.002858779235456313,0.016965955,0.001182687901005855,0.020429034,0.0003013372632575152,0.00810588,5.396270429662759e-05,1
0.0033949928581296085,9.234025552776576e-05,0.00891088,0.0013870142200059915,0.0026337425,0.0011563512534848996,0.035742365,0.0038806634365401577,0.013136601,0.0019161491657732205,0.02126105,0.000480124036597529,0.008396769,0.00011376686795215672,0
0.004672210070333804,0.00014774970866535526,0.006712478,0.0016242155474284342,0.00078450044,0.0030672569404417566,0.041035995,0.001307965894073393,0.013844821,0.00041369496363687086,0.022749156,0.0005912126828209185,0.009185809,0.00013035689725885216,1
0.005413874815440423,0.0001728707511786836,0.005950931,0.0019601048149776035,-0.0015855586,0.0029660527152373106,0.043592773,0.0011938245178056,0.016606363,0.0004159459770450985,0.02459028,0.0004247802772037179,0.011092931,0.00013643872804390642,0
0.006360826830112742,0.0002363445052710844,0.006701868,0.0022366518023036464,0.006724285,0.00657277954812413,0.0623225,0.006744034804420318,0.027144555,0.004565123066690768,0.029312856,0.0005068070031877293,0.012233596,0.00012974214839149654,0
0.004391772475718092,0.00012889597651726196,0.0033575555,0.002080650967294595,-3.1910546e-05,0.002139732489290447,0.06707061,0.004390546903331405,0.02356158,0.0009433699119017237,0.039786138,0.0010874156922382472,0.016198615,0.00038759523011192357,0
0.004876401518608908,0.00013326795044781175,0.010264939,0.0019146296522620926,0.0017367087,0.001978634088420486,0.029442705,0.0008888032520496282,0.011367462,0.0003566401173346924,0.024860159,0.0005015856596206382,0.01037403,0.00011129227698436495,1
0.003741287853209485,7.269383805134744e-05,0.0068594264,0.0011273835816203448,0.00049764616,0.0011694314231741054,0.023527129,0.0004737005981366761,0.009750947,0.0006283754859817137,0.020482223,0.00031586491545733397,0.008354694,6.937531819784307e-05,1
0.005364153564121565,0.00023500212328166073,0.0050292728,0.002134560454456258,0.001013126,0.005434493498057746,0.062103286,0.00926379814336542,0.023843687,0.0026782499477134986,0.0352922,0.0010596019115496347,0.014162863,0.00026531578745992226,1
0.005655858057636465,0.00019419430950903802,0.0045806095,0.00172089120699348,0.0013120848,0.0037223713924616764,0.06760688,0.0023098047732973553,0.01968727,0.0005333663165331265,0.0329583,0.0007096148634468946,0.012298448,0.00016316172673701366,1
0.003357098010436488,9.303251699991285e-05,0.007423766,0.001343708744322436,-0.001755802,0.0011752804780829629,0.033089805,0.0028832435150702995,0.011288647,0.0008643780919807137,0.022629388,0.0006850053191992424,0.008526055,0.00011205422834368109,0
0.00413965713017439,0.0001785383990651382,0.0066807535,0.0015631744797973829,-0.0008471582,0.003933537743996907,0.04613195,0.0046784034510261585,0.013161927,0.0009727403740136253,0.025738059,0.0008532486555864506,0.0080145,0.00018616700968195846,1
0.007336322864855749,0.00035628559507597474,0.0052263206,0.004271292957185813,-0.000515516,0.006283055729358944,0.04497207,0.0018294528036838648,0.013281228,0.0002856046856137967,0.029157478,0.0006957857246394118,0.010313326,0.0001315740454750948,0
0.004404326800867331,0.00010743597520501372,0.010289952,0.001433185715574728,-0.0012917418,0.0019109689939657143,0.044414967,0.0015881371309217768,0.013071073,0.0003358959836222454,0.02473418,0.0004127673711492065,0.009630361,9.769717146421511e-05,0
0.0034390402385220398,8.007811632943232e-05,0.0023487809,0.0008036889838384,0.00029094503,0.0014079012723522966,0.10179472,0.013823263278934184,0.024799312,0.0013863971747080234,0.044886127,0.001534574678929923,0.01556644,0.00024295422609982645,1
0.004342131500971291,0.00011964317413729624,0.010127712,0.0013739693801429476,-0.0037792544,0.0019100275130350952,0.042437665,0.0036633342598096363,0.014223331,0.0011792009170764062,0.022399891,0.0005084419284745595,0.008303035,7.682969698604662e-05,1
0.004993802261859415,0.0001659002097354499,0.0063077044,0.0016664909831059505,0.0020906692,0.003163239283023034,0.04218429,0.0013343953915223583,0.013635151,0.0006824737206051618,0.023305275,0.00047141116712978715,0.0086421855,9.886639828710162e-05,1
0.005202331676460892,0.00017878006337558114,0.011271279,0.0026497235276146114,0.0012624521,0.0031092149790718088,0.023162682,0.0005568192959278274,0.009532483,0.000249284178851953,0.017266657,0.0002851769283918372,0.0072333645,8.504478412496921e-05,1
0.003787445612551288,7.897906382573085e-05,0.003507049,0.0013592902451943362,-1.5157362e-05,0.0011742985798347677,0.025228554,0.0004838336375882074,0.011643818,0.00016330329875333463,0.0238864,0.00048533910359438437,0.010722369,0.00011753333665715047,1
0.004552269086381955,0.0001251249442637268,0.008100233,0.0019036458330040779,0.00060466013,0.0019074179163247745,0.036744185,0.0007590743823505802,0.012788862,0.00042591744281967117,0.026100177,0.000401146030554609,0.009681436,0.00012525172299882037,1
0.00476930067062753,0.0001338633797687655,0.008454718,0.001504048478142575,-0.0043463055,0.0025711251714755218,0.052165963,0.0030281663607970716,0.01708959,0.0011016844666495024,0.025317186,0.0005786689421005721,0.009958577,0.00010927599019942922,0
0.006507677210166207,0.00024766126519268475,0.0068608625,0.0021980249513192107,0.00027666497,0.004616356447610992,0.04702387,0.001574718255209509,0.014059856,0.0001996293717983523,0.030274285,0.0007948672395165259,0.01148296,0.00014175077010716245,0
0.0023417990663361365,2.9464024375296707e-05,0.0038912606,0.0004465795215881224,-0.0017287576,0.0004649025257889329,0.03756194,0.0012778135864795065,0.012536603,0.0005036235496982955,0.021890711,0.00027432760617020213,0.008672188,7.870079248650796e-05,0
0.005291344849156943,0.0001388070483883006,0.0051660896,0.0021678666140348413,-0.0008601507,0.0022775518362765923,0.061361767,0.002466839459321371,0.01874432,0.0004569797535527477,0.03794043,0.0009387659130366682,0.014930841,0.00021591874426168337,1
0.005010920264466812,0.00014328740587175477,0.00804347,0.001919874847616257,0.0017695045,0.0025817554666771603,0.04056927,0.0009222429310358528,0.0151235275,0.0003578656414406911,0.025530376,0.00037864172947182917,0.010535346,0.00013536206156468476,1
0.002695533333943345,4.5271051442217674e-05,0.0019398464,0.0004257292572715267,-6.445952e-05,0.0009502949021497654,0.07444939,0.005532061200759719,0.019268474,0.0005208955505614649,0.03986022,0.0011005533736521134,0.013952421,0.00022008004463961242,0
0.004503160088588309,0.00012557290067643657,0.005693891,0.0016690069702608584,1.356213e-06,0.0019685070899534557,0.028189149,0.0005554202768070504,0.008456711,7.990252145362656e-05,0.019927204,0.00025926214178670706,0.0068205893,5.185535500249264e-05,0
